text,Ground truth,TextBlob,BERT
Item and skill description not complete,,,
not a bad game just needs another way to get xp,,,
gameplay could be a little bit faster.,,,
The game not login It keeps telling that platform login faild What can I do,,,
fun game but the refil on stamina takes way to long,,,
It's a good game not to complicated and pretty fun,,,
"this is a great game,I love playing it when I have free time",,,
pretty fun game no ads I'm liking it,,,
really fun to play with your friends :),,,
kinda fun for a game with little action.,,,
super fun game and really dig the art,,,
nice game but its more fun if u make it very good.,,,
IT'S NEVER WHAT IT'S LIKE IN THE ADDS THEIR LIEING WORST GAME EVER!,,,
"OK game, can get a little boring though",,,
fun but slow on the upgrades,,,
fun and simple to play,,,
Only shows connecting to Frontline....,,,
"good ish, ads not always working",,,
"average game, limited participation required",,,
fantastic looking forward to more be back once I've played more,,,
hard to try add my friend when we both search with name or id#,,,
great game design and graphics 👌 👏 👍,,,
no mandatory adds to continue playing,,,
Game is garbage it doesn't explain how to use the perks don't waste your time folks the investors already have,,,
"It's not a bad game, but I'm still in the early process. But for now I'll give it a 4 star.",,,
Mana recovery rate is bit slow.,,,
fun so far. will definitely continue playing,,,
It's so fun.I like to play this game it's so nice and hard.😁😁😁😁😁😁😁😁😁,,,
nice game.. easy to spend hours playing it,,,
All the ads are fake,,,
Great game so far only a hour in but looks good 👍,,,
"great game, more guide info but great game",,,
good game just like the ad,,,
I like it decent gameplay and good time killer,,,
Fake online only game. The game is nothing like to hr ADs.,,,
"fun game, simple. I'm enjoying it.",,,
needs to be faster gameplay,,,
It's nothing like the ads,,,
"nice graphic , easy play",,,
"just make the drops higher, you make enough money and im poor",,,
"could be better, ui too confusing",,,
good game wish there were more option for gems or other game mode,,,
fun easy to play good time waster,,,
I like it so far. I may go 5 stars if it continues to be this good.,,,
please fix ads video to get reward,,,
pretty fun causal game and seems pretty balanced,,,
solid game just needs more depth.,,,
"so far, I'm impressed with the quality and design of this game",,,
always chasing a perfect clear!,,,
need more design but its good,,,
"yeah good, non intrusive ads",,,
fun little game to kill time.,,,
Good gameplay. Good upgrades,,,
good game burns time plenty to do alot of content,,,
pretty good. little basic but good time killer,,,
Great game. I'm waiting for the mega serpent to be official😄😆,,,
this game so fun and easy to farming,,,
I love this game ...it's a type of game the keeps you on your feet,,,
fun and easy to play,,,
"Where are the mechas? Wasnt it mecha vs zombie? I installed it becuz those screenshots shows mechs,now those screenshot with mechs are gone Did i get lied to?",,,
super fun. literally has me checking in every day!,,,
it's a really fun game i can't stop playing,,,
Using AI for advertising is clickbait and should be illegal,,,
would be nice to have fun mods come up more often,,,
Very relax game to pass time.,,,
fun take on zombie rouge like. real game real fun,,,
it's unclear how to unlock the different guns,,,
Simple and challenging also FUN,,,
Wait so is there no itachi? Or Naruto cross over like the ad showed? Edit: that response doesn't address the question at all.,,,
lacks for stuff but quite decent game,,,
kills time and zombies well.,,,
easy to play and fun😁,,,
lags on loading screens a bit,,,
really good but slow leveling up,,,
nice game. chat could be more.open when in a match,,,
easy game no need to pay to win,,,
nice game with less ads,,,
"Don't Installed !! Customer Service scammer give wrong Information about my lost acc ..keep waiting the result are nothing ,they only keep u waiting until u GIVE UP ..",,,
"few ads, fun, fast",,,
tough but I cannot stop playing it,,,
extremely fun and simple,,,
this game's ok. obviously a pay to advanced cash grab game,,,
"Cool idea, could use some polish.",,,
Love this game. My my new favourite time waster.,,,
"Good game, does what it says in the tin!",,,
not too many ads.,,,
really fun not much adds unless you want to,,,
best game very grindy but very good solid 10/10,,,
this is a great game to pass the time.. love it,,,
"really fun game, great multiplayer",,,
put new weapons new characters and special abilities,,,
need more stamina or opportunity to earn more,,,
good game to pass time by. love it!,,,
it's not bad .. ads only if you want them,,,
cool game to play for 30 or so minutes a day,,,
fun game no forced ads 😎,,,
Great game been playing for like 4 months a lot of action,,,
fun game that you can shoot down zombies,,,
Good time killer and a little challenging,,,
Easy and quick fun,,,
The ads are not the same as the game.,,,
Fun and playable for hours.,,,
challenging but super fun!,,,
not a bad game. good way to pass the time,,,
I haven't been playing long but the game is fun,,,
how do I set bouncing bullets after I learn the skill?,,,
"Just started, quite fun to burn some time",,,
This game soo cool and awesome. I never play game likes this before soo I give 5 ⭐,,,
I think it needs something but not quite sure as to what,,,
fun and no real need to pay to win,,,
"nice game, i just dont know how to trace back acc from samsung A14, when i change into oppo A78",,,
"pretty fun, little slow",,,
good game with unique concept,,,
easy tower(wall) defense game.,,,
good fun addictive good graphics,,,
fun different and easy,,,
Fun game. The grind is slow tho,,,
Not sure why this game in black and white I am not sure I installed the game and i get no colour's,,,
Not like the ads,,,
nice game but it need very fast internet connection,,,
because I like the light beam and trucks,,,
"Simple Idle game , makes me sleepy . overall kinda good",,,
pay to win. not much to do once you clear stage 20 . big massive pay wall,,,
fun but but you have to grind allot,,,
cannot choose hero or upgrade weapon using coin,,,
"Fun game, easy to play.",,,
"So far, not too bad.. easy game play",,,
pay to win. but still challenging,,,
Fun game to play. I would recommend playing,,,
super fun and strategic.,,,
this game is very good fun and very addictive to play,,,
pretty addicting game and so far it's f2p friendly,,,
simple but quite fun game,,,
fun so far learning curve kinda high,,,
Fun game play just like ad.,,,
Fun game to just pass the time.,,,
maybe don't put your scroll over selectable tabs,,,
"fun game, slow progress",,,
good game some bugs but it's cool,,,
They deleted my original review saying the ads for this game lie about what to expect so I'm writing another...,,,
it is a fantastic and good time killing game very good 👍,,,
not great but easy to play,,,
"so far ok, don't like how you have to wait to keep going though",,,
"it's a decent game, but it can be heavily ptw",,,
the only thing I have to say is that skins should be easier to obtain,,,
progression is too slow,,,
fun game to waste time at work lol,,,
"nice , easy to play game",,,
"pretty decent game imo, keeps me entertained at least",,,
Bug bug bug and bug everywhere,,,
need more ways to earn diamonds.,,,
"fun game, easy to play",,,
I think it is a fun game and isn't pay to win,,,
Don't download It isn't true as advertise video shows,,,
if its not because of the timer u can have 4 or 4.5 star.,,,
fun nifty game with decent graphics,,,
a neat little game to occupy time.,,,
not as shown in ads,,,
the game is good but it's hard litle bit,,,
very good gameplay nice upgrades,,,
you either need to spend real money or weeks grinding when you hit level 7,,,
Nice Game Keep it up DEV n Team.. ^_^,,,
almost no ads!,,,
"this isn't a bad game, great for killing time!",,,
I really like this game please don't make it pay to win,,,
The 99p pack is so OP it ez solos ez story's if your a gun main chi ching is all I have to say,,,
nothing like the advertisement,,,
"I think this game is great, no complaints! enjoy",,,
not evem close to ads,,,
Good to pass the time or take your attention,,,
way to tough for non paying players,,,
good game. addicted a bit hahahahahahahahahah . now give me better weapon,,,
Nice game to spend on free time,,,
need more options like quick reload,,,
fun game. little glitchy,,,
it's pretty balanced gameplay,,,
Slow game... boaring reloading.,,,
funny and easy game play,,,
Best game to relieve stress,,,
very fun don't mind the grind at all,,,
It's a decent enough idle game.,,,
it's challenging in the way you have to grind,,,
I've come to find this game rather addicting.,,,
pretty fun to pass the time👍,,,
"keep it coming, pretty awesome so far",,,
needs to have more energy and will be 5 stars,,,
good game to waste time on when I can,,,
I love this game. it's fun and entertaining.,,,
need to improve graphic,,,
Got stock on login can't open the game,,,
fun game. replay over and over.,,,
Game is fun. Grindy but fun.,,,
hard to play.. stamina too less.,,,
fun. best zed tower defense out there,,,
"Nice game, relax to play, thank you",,,
"Just started playing, so far seems like a good game",,,
"actually a good game... very few adds, as of yet",,,
not bad more power ups would be grate,,,
Good game just wish we had more stamina,,,
Only 1 star this game so boring very slow shooting,,,
Fun game. Definitely recommend you try it out!,,,
mid took a lot of grinding the same level,,,
super addicted. I play it everytime.,,,
Just started playing... pretty addictive! Lol!,,,
Easy fun game to play,,,
Fun buy if u wanna to be strong u goto spend some $$$,,,
very fun game also extremely hard sometimes,,,
fun game to leisurely pass time ...,,,
it's a fun game good to pass the time,,,
decent to fill some down time,,,
still need to the game but been enjoying it,,,
love playing this game to kill the time!,,,
i would make an endless mode other than that everything is mint,,,
"pretty decent game, better than doodle magic",,,
Great simple fun game.,,,
it's OK but progression feels slow to me,,,
it's fun addictive and I love it,,,
"great game, very entertaining to play",,,
a bit laggy but very fun,,,
reload takes too long,,,
"Meh, just started and it's not that entertaining",,,
the energy beam is so cool.,,,
nice except for the speed,,,
fun game. hard at first though,,,
excellent gameplay gives me the retro vibes again,,,
the game has potential and it's fun,,,
stages become to difficult to fast,,,
rather addictive once you power up a little,,,
video play never works,,,
fun to play even at work,,,
game is a little slow playing on zfold,,,
great fun game but sometimes lags,,,
"awesome game, and engaging gameplay",,,
need better reload speed upgrade,,,
One of them game that make u believe ur going to play a good game the is something else!,,,
Played a lot of mobile games this one is ok,,,
timer could be quicker for matches,,,
Like the game but does get grindy after a bit,,,
too much money items,,,
"Honestly I don't write mobile game reviews, but this one's decent, worth a shot",,,
a very good game to play with friends n by urself,,,
fun game to play to pass some time,,,
entertaining at first. we'll see how it progresses,,,
Definitely needs a lot of work,,,
"seems ok so far, very early stages for me.",,,
looking for a good game to kill time this for you,,,
"awesome game, easy to play",,,
Good game but hard to get diamond 💎,,,
Direct ripoff of doodle magic: wizard vs slime. Just different skins.,,,
"good game, hate the scrolling text thingy",,,
pretty fun you'll have to grind though,,,
its an ok game wouldnt spend money in it,,,
very easy to play.. no Brian er,,,
time consuming for energy regen,,,
More information on what exactly things do would be beneficial,,,
"so far it's a good game, All hale legion ""PigglyWiggly""",,,
i love this game thank you all its so much fun,,,
brilliant game to pass time,,,
Nice and simple games,,,
"give more meat to play, love this game",,,
Really addictive and fun.,,,
Promo code from Facebook link don't work that's false advertising,,,
Totally waste of time. Sheeeetttt game 💩,,,
it's worth a play interesting gameplay,,,
please make the guns available. How is one supposed to get any of them?,,,
I love the game after ten minutes of playing lol,,,
"Fun, but takes a while to advance.",,,
good game time killer and overall fun,,,
There aren't many events and no special gifts. Same thing over and over,,,
it's a really good time consuming game,,,
pretty neat little game.,,,
love this game..lets play while relaxing,,,
awesome game jus needs more weapons leveling,,,
fun game easy to play,,,
fun and challenging,,,
absurdly addicting an overall fun.,,,
this game is fire can't wait to see wat I unlock,,,
very good when killing time! we'll done!,,,
remove the congratulations msg from the middle of the screen no one care what others gets in the freaking box,,,
it's not bad of a game it's really fun,,,
"so far, this game is actually enjoyable",,,
"great one handed, hoard killing game.",,,
Why need reload?reload take so long time... 0 star,,,
good game to kill time with.,,,
"Careful, this game is addictive!!!",,,
pretty good but a slow grind,,,
I put in the promo code and it doesn't exist -1 out of 10,,,
"fun game, not p2w, it's enjoyable",,,
fun game. I like the grind.,,,
very similar to other games ive played and enjoyed,,,
fun progress game fun grind,,,
the game is great starting off,,,
really love how they gift you as a beginner,,,
"Still learning, so I may upgrade later.",,,
it's been fun to play love it,,,
great game with some nice abilities,,,
It's basically a reskin on doodle mage.,,,
good game no ad breaks,,,
best no ad game for a while,,,
Buggy and pretty generic.,,,
need to upgrade faster,,,
It's a pretty cool relaxing game,,,
really good addictive game you've been warned,,,
fun way to pass some time,,,
Good game to fill empty time,,,
its ok needs more original weapons,,,
fun game but not alone of players,,,
it's a fun little time waster,,,
been playing with no interruptions,,,
"it's pretty mid, not horrid though",,,
Why is your game is different fr9m your ads?,,,
too much microtransactions,,,
Good game. Good for casual players,,,
starts off good but eventually slows right down,,,
it's a fun game and it is as advertised.,,,
"good game , keeps you busy",,,
Very goos game with a lot of gift codes,,,
"Fake ads, don't bother.",,,
nice graphics and cool,,,
Lite n easy. Game yg tak pening kepala. Releks² je main.,,,
it's a very good game to have playing in the background,,,
"So far, I'm enjoying the game. there's nothing much to complain about.",,,
the best game ever even get free skin,,,
just need the chat banner relocated. blocks info,,,
A really great game to play well worth playing,,,
nice game ... patience is a virtue...,,,
so far so good haven't hit a pay wall yet 5 days in,,,
this game was made by a mushroom who enjoys himself.... he must be a fungi... 😂,,,
meh it's pretty decent for passing time,,,
its ok but a little quick to get to the ptw,,,
fun game to waste time with,,,
Easy game spend the time,,,
need more free gems and free ten pulls for starter,,,
Nice Game..Its Fun For me To Play and Its such A Relaxing Game..,,,
cool game. like the concept.,,,
good game. been on it for about a week now,,,
"Cheating players for Advertising, no kamen rider in the game",,,
ty make this game..cant miss play evnt one day plying thiss..awsome game,,,
a good concept and game,,,
ok but hard to get special reward,,,
the news feed at the top is mad annoying,,,
fun easy to play,,,
awesome game to try n kill time..,,,
"Fun game, I play it all the time.",,,
I am still too new to offer and good or bad review.,,,
This is a very good game. Very well put together.,,,
Awesome game! cant stop playing this game,,,
not bad! but it can be really better,,,
One day of playing. I like it so far,,,
fun game just started but will comment later,,,
Love this game! It's so addictive!,,,
why your advertising anime characters then there's no in the game,,,
"awesome , would like more like this",,,
it's a good game definitely have to try it out,,,
Wrong ads on Instagram,,,
"Great game, much better than others like this",,,
Great game can't stop playing!,,,
Worst tower defense game i ha ve. Ever played,,,
Had a bug where the my wall keep minusing 600 hp,,,
please easy to upgrade gun,,,
very fun simple game,,,
fun game to pass the time I enjoy it ok,,,
definitely a very enjoyable game,,,
great way to spend free time,,,
pretty fun at the start,,,
very fun so 5 stars from this chap,,,
pretty fun and addicting,,,
great game for passing the time,,,
nice game easy to learn,,,
awesome hands almost free fun,,,
fun but difficult,,,
this game if keep updating can be a feature game,,,
nice game and very challenging,,,
Not enough stamina given in the beginning,,,
Great game! engaging and fun!,,,
just downloaded it and I love it,,,
"love it, keep up the good work 👍🏼",,,
really enjoy the co op mode,,,
Good fun to pass some time,,,
Ad did not match the game,,,
ridiculous how the very next stage is hard,,,
Easy game to kill time,,,
interesting take of a defense game.,,,
armor chest wild be good as well,,,
Kind of wish we had faster 2x 3x,,,
Gacha game but its actually not that bad,,,
I really had hope in this game till i saw that fake ad,,,
I got lured in but straw hat luffy and haven't seen him yet,,,
Great game easy to play,,,
not a bad game passes the time,,,
pretty fun when bored,,,
a pretty good time killer. self explanatory.,,,
need more skills and characters,,,
a very chill game for a rainy day.,,,
nice game great graphics,,,
I love this game so much it's fun to play on.,,,
"this is a fun game, recommend highly",,,
relaxing game u can win also without paying,,,
"this is a fun game, love it",,,
Love this game! 100% addictive!,,,
fun easy to play,,,
Fun and a good time sink.,,,
really fun 2 play loving it,,,
I like this game good for lost time,,,
Good gamestyle. fun to play.,,,
fun game to pass time,,,
don't mind a grind but it's a bit much,,,
"this is a very good game¡ perfect to me ,",,,
more gems definitely needed,,,
2 days in and really enjoying so far.,,,
"Good fun, mindless game. I recommend",,,
don't like energy stopping me from playing,,,
ace game with little adverts,,,
would be cool if you could fuse gear to.,,,
way better than doodle magic!!! these devs know what's up,,,
"Solid, Mindless Fun.",,,
it's great but I still need to evaluate it more,,,
fun to pass the time,,,
This is really fun game to play,,,
good game to waste time on,,,
if you could get stamina in less time it would be 5/5,,,
It's a fun little game so far!!!,,,
seems slow to progress,,,
hi I like the game very much that I want to give a five stars 💝💝💝💝💝🤩🤩🤩🤩🤩🤩,,,
addictive but pay to win,,,
maybe there could be an endless game were you keep going till you die,,,
Awesome fun for all.,,,
very nice and easy game play,,,
super fun! love it!,,,
it's unexpectedly fun!,,,
Good take on a rogue like tower defense,,,
didn't get the zombie gun I was supposed to from the codes,,,
still in the early stages. not bad though,,,
need more damage to guns,,,
super addictive and fun!,,,
Fun and challenging,,,
Great game for passing time,,,
i sugest to make more event to gain daimond/coin or any material skin or something...,,,
great game to pass the time,,,
cannot pass level 7 unless you pay,,,
great game to pass time.,,,
"fun, simple game",,,
fun game and lot better than other i played,,,
thoroughly enjoying the game so far,,,
seems pretty balanced.,,,
great if your into it style.,,,
fun game to play and great game,,,
perttu fun not many adds,,,
Exactly as advertised & my new favorite,,,
no ads.... awsome 👍,,,
great game to pass the time,,,
this game is a fun time killer loving it,,,
Fun so far day one almost finished,,,
awesome video game good combat,,,
you have the best skins in the world so I like it,,,
needs more drop,,,
Lost my account even after purchase beware,,,
Its not anime ..... false advertiser,,,
Very slow paced,,,
"very nice game, I'm get addicted.",,,
Got banned for no reason and they gave no explanation for what the ban was issued,,,
Fun game to play casually.,,,
best game I played in a while good job,,,
great way to enjoy your free time,,,
It is a Chinese game,,,
very fun give it a try,,,
could be quicker to lvl imo,,,
seems to be a good defence game.,,,
"still new to the game, seems pretty cool lol",,,
it's a really fun game to play,,,
fun game to pass time,,,
well it's good but it's not like most games,,,
very simple game,,,
really a good game I love playing this game,,,
fun game with layers to it,,,
great game to pass time,,,
great game to kill time,,,
needs better starting rewarda,,,
you should put auto equip on the game,,,
need more diamond quest and offers,,,
it is one of the best mobile games I've ever played,,,
good game very few adds,,,
honestly just mindless fun,,,
love the game. I'll be on this one for a while.,,,
Can not find the way to get the prepare to new wave to get going,,,
fun game to kill some time,,,
great game to pass time,,,
"amazing game, I love it!",,,
"nice game,i really like it",,,
fun little rpg time waster game.,,,
relax and enjoy to play while on the bed😆,,,
please..... please add target priority. please.,,,
really enjoying so far!,,,
the best of the genre wish I'd found this first,,,
this game is fun for free time,,,
need more like a dungeon or world bosa.,,,
fun but repetitive,,,
it makes toast taste like bread,,,
will done 👍 game great design 😸,,,
Amazing game! Hours of fin!,,,
so far a fun game no issues here,,,
great game fun and addictive,,,
so far game is good and recommend others to play,,,
lovely fun little game,,,
Same as all the other of the Genre,,,
fun game. great time killer,,,
fun game good for killing boredom,,,
very good game and also addicted,,,
waste my diamonds .. spin till 95 still got nothing .. scammer alert,,,
nice game. very fun good Job,,,
i love the game so far it's great,,,
great game so far I'm having fun,,,
very addictive and fun,,,
not a bad game to kill time,,,
Great game and enjoy playing.,,,
there was no anime characters :(,,,
nice little game keeps me occupied,,,
give more gun variety to free players,,,
not bad but could definitely be better,,,
none of the reward codes work,,,
I lost all my stuff and now im at the beginning lvl 1,,,
"it's fun, a time burner.",,,
funny game and addictive,,,
good game had fun so far on my third day,,,
fun game lost of fun.,,,
I really like it. great time killer,,,
awesome game fun all around,,,
Good game but need something better!,,,
"Is okay not bad for a game, but definitely P2W",,,
Bugs bugs bugs...,,,
good game to kill the time.,,,
best thing since sliced bread 😁,,,
very nice game i enjoy it very much,,,
"great game, stay cool like this",,,
unable to make purchases in Mexico,,,
Doesn't work at all,,,
very enjoyable rogue like,,,
easy light game,,,
Need the difficulty of tadbit lower,,,
"loving this game, no rush to it",,,
fun game to play before bed,,,
pretty good till now hope it will keep it up,,,
Best game in its category,,,
do not lie .. adds are flase this game is dog water,,,
"decent, passes the time.",,,
seems like it's a good way to pass time.,,,
A progress report on how one is doing! SOS🤔,,,
fun game. works well,,,
I really like how fun it is,,,
fun great game.. super addictive,,,
it a fun defense game!,,,
a layed back game fun to play,,,
it's not very interesting game,,,
good game very simple,,,
overall its a good game 100%,,,
good game to pass the time,,,
Decent game. takes patience,,,
"so far so good, I'm liking this game",,,
easy and enjoy,,,
cool game to waste time,,,
"I like it, worth the download",,,
good game to pass the time,,,
I love tower defense games,,,
what you see is what you get and more. i love the game,,,
wonderful survivor / tower defense games,,,
Really enjoying the game so far.,,,
"Worst game ever, uninstalled fast",,,
"its actually really good, yall should try it",,,
great game.lots of fun.,,,
this game is so very good for me I love it,,,
Good Game To Pass The Time,,,
fun game but got its negatives,,,
one of the better TD games,,,
great game absolutely love it,,,
Gift code in the promo image doesn't work,,,
fun game. no for ed ada,,,
waiting for the food to play,,,
great interactive game,,,
it is really fun and good,,,
good game for passing time,,,
absolutely love this game!,,,
it's a good game to pass the time,,,
game freezes a lot,,,
good for type of game it is,,,
Great game to pass the time!,,,
fun game give it a shot,,,
"Decent game, well worth a try",,,
"a decent ""brain turn off"" game",,,
great thing to pass the time,,,
fun little game. Killin zombies,,,
it's fun tower defense,,,
not bad need to play more,,,
this game is really fun,,,
great game play for days,,,
"good so far, enjoying it",,,
"Good passive game, I appreciate",,,
"Only just started, but not bad so far.",,,
nice game ..I like so much this game,,,
great game and very addictive,,,
OK game enjoying it at the moment,,,
pretty well put together game,,,
this game is actually fun!!,,,
so far I really like the game no issuse,,,
far too much grind....pay to play,,,
need free unlocked character power,,,
I really find this game enjoyable,,,
its ok for a mobile game,,,
"Good Game, Fun To Play",,,
should have way to buy the gun morthy and skin,,,
not to bad of a game has potential,,,
down load this game or I'ma have to take your pillows,,,
love it very hayd yo put it down,,,
time killer . need more free item .,,,
"hi,thanks for this game,I'm really enjoy it",,,
Its like a better version of archero,,,
lags. but decent,,,
Addictive and entertaining!!,,,
an amazing game i have ever seen,,,
good game to pass time with!,,,
massive grind of a game....,,,
"love this, great concept",,,
for now I really enjoy it,,,
fun time killer. great experience.,,,
hard to win... but nice,,,
great way to pass the time!,,,
Just started but fun so far,,,
this is a 100% pay to win game,,,
decent game to be honest,,,
a very fun game and nice,,,
really a great game so far.,,,
good game to pass time,,,
cool game and very thinhable,,,
has flaws but strong game,,,
so far I like the game. Not bad.,,,
Fun game to kill time,,,
Fun little game.,,,
always discount ihave good internet,,,
need more gun options,,,
Skins are too expensive though,,,
So far its a good way to pass the time,,,
interesting game kinda fun,,,
more rewards would be nice,,,
its a grear game so far i like it,,,
Pretty fun so far.!!,,,
P2w garbage. Prepare for the generic hello commander response below,,,
great game lots of fun,,,
fun but stamina limited,,,
"Good game,just loved it😍",,,
fun game to kill time,,,
Amazing. really i like it,,,
amazing game tons of fun,,,
This would not let me start the game,,,
it's a none stop action game,,,
fun and different,,,
fun simple game,,,
Nice game to kill time,,,
easy to play,,,
this game is very fun,,,
great game recommend to try it,,,
nice game love these kinda games,,,
Lmao. Energy and costs 5 per game. Bahahaha delete,,,
awesome game love the skins,,,
I think it's the best game of the year,,,
this game is pretty fun,,,
Nonstop play this awsome game! ❤️,,,
it's a very awesome game,,,
"Great game, very enjoyable",,,
very nice game. luv it,,,
good game for time pass,,,
Gets boring very quickly,,,
Too much grinding to do.,,,
Fun. Will probably hit paywall soon,,,
Won't let me add my friends ..says not found,,,
fun easy game,,,
so far I really like this game.,,,
great game so far I like it,,,
it's a pretty fun game,,,
"good game, I'm enjoying it :)",,,
good game to pass time,,,
nice game and very fun,,,
Doesnt match advertisement,,,
fun game enjoy playing it!,,,
fun simple game,,,
it's a pretty fun fame,,,
fun game on phone,,,
rather fun. good job.,,,
fun game to kill time,,,
not a bad tower defense game,,,
great but not offline 😞,,,
fun game to kill time,,,
fun to play would recommend 👌,,,
This game is very fun,,,
fun game. pretty exciting,,,
Quite fun to play.,,,
fun game very enjoyable,,,
nice to pass the time with,,,
"It's ok, but it can be better",,,
very fun to play,,,
one of the best survival game I've ever played,,,
good way to kill some time,,,
having fun with this game,,,
this game is very fun ☺️😊,,,
fun lvl system.,,,
"good game, it's fun",,,
good pass the time game,,,
okay game to kill some time.,,,
need more guns upgrade,,,
fun as all get out,,,
super fun love it!,,,
"killer time, best game ever",,,
Fun and addictive game,,,
absolutely a fun game,,,
have option to remove ticker tape im settings.,,,
enjoying the game so far,,,
exceptionally good game.,,,
really like the game,,,
nice and cute game,,,
great game I really like it,,,
"good game , fantastic .",,,
awesome game thanks love it,,,
nice game and addictive 😁,,,
goodgame and goood quality,,,
great to pass time,,,
great game good job guys,,,
not so bad for pass time,,,
i think this game can make some people fun 🔛🔝,,,
seem good for now see how it goes,,,
Loving it so far!!,,,
great tower defense game,,,
smooth running game,,,
"fun, not very p2w",,,
stress but worth it,,,
terrible game done waste ur time,,,
Now this is a good game. Thanks,,,
it's an interesting games,,,
playable and interesting,,,
"So far so good, will update later.",,,
reminds me of elona shooter.,,,
Good game.. Nothing else to say,,,
absolutely a great game,,,
not bad for a time waster,,,
very enjoyable time killer,,,
good games really enjoy,,,
your game is amazingness!!!!!!,,,
Easy to play!,,,
seems like a good game,,,
fun game very well done,,,
this game is a lot of fun!,,,
The difficulty spike is absurd,,,
way better than Doodle magic,,,
very fun so far.,,,
good game has good background,,,
Good Game to Kill Time,,,
kinda grindy but fun,,,
so hard to get legend item,,,
good for passing time...,,,
"not bad, good time consuming",,,
Very fun and good game,,,
very addictive game,,,
Seems fun enough so far.,,,
Best phone game ever!,,,
this is a really good game,,,
Lv10 onwards = spend money to get through,,,
slow but fun,,,
cool game.. I love it,,,
"well, I freakin' love it",,,
It is good and time killer,,,
more stuff to upgrade,,,
great game love it,,,
fun for lowkey days,,,
best game I ever play in my life,,,
So so game no fun at all,,,
this is really an interesting game to play,,,
much fun. very nice,,,
Decent so far. Good time killer.,,,
fun game super awesome,,,
This game is kind fun,,,
A very addictive game😀,,,
this is a really good game!,,,
There is need more of a tutorial.,,,
cool game to pass time,,,
fun so far :) update later,,,
slows down near 25....,,,
it is an amazing game,,,
grind hard cool small game,,,
awesome game favorite so far,,,
if not for Godtone I will play this earlier,,,
maybe some gem 💎 adds ?,,,
love it great game,,,
I love it so much fun,,,
bribed with a free chest.,,,
good game please give me gift,,,
good game for relaxing,,,
has alot put into the game,,,
a very nice decent game,,,
loved the gameplay,,,
I like the game its good,,,
this game is awesome,,,
fun fun fun! 😀,,,
great game so far!!,,,
fun but hard,,,
Fun and addictive,,,
It is actually interesting,,,
wish you could recycle gems,,,
Hate the collect- and upgradathons,,,
pretty fun so far.,,,
very addicting game,,,
nice twist to the game,,,
this game is awesome 👌,,,
Pretty fun game.,,,
please add hero movemet in the base,,,
love this game!!,,,
Enjoying the game so far.,,,
I do it just for the reward,,,
It's basically survivor.io but worse.,,,
is fun I play for hours,,,
Reload are slow,,,
honestly not a bad game,,,
good but should be better,,,
hard in beginning,,,
very good for the game,,,
keeps kicking me out to home page 😞,,,
nice and fun game,,,
wip so holding off on negative thoughts.,,,
this game is awesome,,,
I like the game and cool osam 😊,,,
need more control,,,
Really enjoying it,,,
This is a good time pass game.,,,
This game is awesome,,,
lots of fun man,,,
92% pay to win.,,,
let it be a bit easier,,,
this game is awesome,,,
Standard stuff. It's ok.,,,
fun time consuming game,,,
pretty good game so far!!! 👍,,,
Awesome! Great game!,,,
wheres the anime attacks that's advertised,,,
very addictive game,,,
interesting remake of Doodle Magic,,,
game is so fun!!!,,,
love this game.,,,
yup got addicted to this,,,
Quite fun so far.,,,
"it is a really good game,",,,
fun addictive game,,,
keep up good work,,,
fun with andrenaline,,,
decent little defense game,,,
great game highly recommend,,,
addictive and fun,,,
fun game to play,,,
I'm really enjoying this game,,,
Slow moving game,,,
Easy to play,,,
fun auto defense type,,,
cool nice fun game..,,,
This game is very awesome😀👍,,,
Gd game to waste time,,,
I did not get batman with the code given on Facebook,,,
It is a bit fun.,,,
good time passing game,,,
Very fun game,,,
good game great time killer,,,
fun game I like it ;),,,
great game love it,,,
good game content,,,
love playing this game 😁,,,
didn't expect to bo that good,,,
a very fun game,,,
nice i like this game,,,
oretty good for killing time,,,
Better than doodle mage.,,,
Need more f2p friendly event,,,
"fun game, recommended",,,
great easy fun,,,
decent game I like it,,,
this game is so cool,,,
still trying it out.,,,
Great time killer takes 2 long to get food,,,
Seems fun so far.,,,
Bad gamer with bad copyright practices. Leave Kommander Karl content out of your filthy game,,,
great game ever i was play,,,
it's pretty good game,,,
Very Good Game I like it,,,
Pretty good game so far,,,
interesting game so far,,,
good time pass game,,,
Very interesting game.,,,
it's a really good game,,,
Good game keep it up,,,
it's my new break time game 🎮,,,
good fun all over,,,
"So far, it is enjoyable.",,,
could be a little better,,,
Wow cool game I like it 😁😎,,,
"good game, worth playing",,,
Ok la.. Need more improvement.,,,
I really like the game,,,
great game highly recommend,,,
Enjoyable if slow.,,,
quite impressive game..,,,
it's fun n a riot!,,,
need better weapons,,,
I really love this game,,,
good game and fun,,,
Great game so far.,,,
love the thanks for making it,,,
fun to play,,,
easy going game,,,
pretty dope game.,,,
fun little game,,,
"it will waste your time, enjoy",,,
very good for pasting my time,,,
not bad good for passing time.,,,
Pretty cool so far.,,,
fun game thus far,,,
Very beautiful game,,,
I think this game is really good,,,
great game to play,,,
Best game I've ever played,,,
alittle boring at start,,,
Just gets better and better.,,,
it is good enough,,,
pay to win which I don't like,,,
like it so far great,,,
pretty fun so far,,,
pretty cool I'm digging it,,,
fun times so far.,,,
Very fun game,,,
love this game,,,
a lot of fun,,,
